keyword,date,title,link,description,pubDate,content
업무자동화,2025-09-08,"올거나이즈, 스타트업 축제 ‘트라이 에브리싱’ 참가...AI <b>업무</b> 툴 전시",https://n.news.naver.com/mnews/article/009/0005554815?sid=105,"올거나이즈는 이번 행사에서 KT와 한국마이크로소프트가 함께 마련한 공동관에 부스를 꾸리고, 거대언어모델(LLM) 기반의 <b>업무 자동화</b> 솔루션 ‘알리-사스(Alli-SaaS)’ 체험관을 운영할 예정이다. 올거나이즈의 AI... ","Mon, 08 Sep 2025 13:25:00 +0900","올거나이즈, 스타트업 축제 ‘트라이 에브리싱 2025’ 참가 [출처 = 올거나이즈]
인공지능(AI) 스타트업 올거나이즈가 오는 11일부터 12일까지 동대문디자인플라자(DDP)에서 열리는 스타트업 축제 ‘트라이 에브리싱 2025(Try Everything 2025)’에 참가한다고 8일 밝혔다.
서울시가 주최하는 ‘트라이 에브리싱’은 매년 대규모 투자 유치가 이뤄지는 글로벌 스타트업 행사다. 올거나이즈는 이번 행사에서 KT와 한국마이크로소프트가 함께 마련한 공동관에 부스를 꾸리고, 거대언어모델(LLM) 기반의 업무 자동화 솔루션 ‘알리-사스(Alli-SaaS)’ 체험관을 운영할 예정이다.
올거나이즈의 AI 솔루션인 ‘알리’를 서비스형소프트웨어(SaaS) 형태로 선보이는 것이 특징이다. 올거나이즈가 선보이는 알리-사스는 AI와 대화하며 업무를 처리하는 ‘알리 웍스’와 특정 산업이나 업무별 최적화된 앱을 직접 제작할 수 있는 ‘알리 대시보드’로 구성된다.
방문객들은 해당 기능과 함께 기업 내부 문서 검색과 웹 정보 탐색을 동시에 수행하는 ‘딥 리서치’ 기능도 직접 체험해 볼 수 있다.
행사 첫날에는 이원강 올거나이즈 부대표가 부대 행사인 오픈이노베이션 프로그램에 참여해 ‘사무직을 위한 올인원 LLM 플랫폼, 알리’를 주제로 발표도 진행할 예정이다.
이창수 올거나이즈 대표는 “한국, 일본, 미국 등 글로벌 기업 고객을 통해 기술력을 인정받고 있는 만큼 앞으로도 AI를 통해 더 많은 기업의 업무 혁신을 지원하겠다”라고 말했다."
업무자동화,2025-09-08,"[SCM FAIR 2025] 위앨리스, 디지털 포워딩 협업 플랫폼 'wecargo' 공개",https://n.news.naver.com/mnews/article/030/0003348068?sid=105,"위앨리스는 글로벌 물류 분야의 디지털 전환(DX)을 지원하는 스타트업으로, 중소 포워더를 위한 <b>업무 자동화</b> 및 협업 SaaS 플랫폼을 개발하고 있다. 회사는 중소 포워더들이 겪고 있는 수작업 중심의 업무 방식... ","Mon, 08 Sep 2025 13:21:00 +0900","국내 물류 IT 스타트업 ㈜위앨리스(대표 이석무)는 9월 10일(수)부터 12일(금)까지 일산 킨텍스에서 열리는 'SCM FAIR 2025(제5회 유통·물류 및 공급망관리 산업전)'에 참가해 신규 서비스 'wecargo(위카고)'를 선보인다.
위앨리스는 글로벌 물류 분야의 디지털 전환(DX)을 지원하는 스타트업으로, 중소 포워더를 위한 업무 자동화 및 협업 SaaS 플랫폼을 개발하고 있다. 회사는 중소 포워더들이 겪고 있는 수작업 중심의 업무 방식, 실시간 협업 부재, 낮은 디지털 인프라 문제를 해결하기 위한 솔루션 제공을 목표로 하고 있다.
HBL 및 MBL 단위의 화물 진행 상황과 통계를 한눈에 파악할 수 있는 실시간 대시보드 화면
화물 목록과 선박 위치를 연동해 실시간 해상운송 경로와 상태를 추적할 수 있는 대시보드 화면
이번 전시회에서 선보이는 wecargo는 △엑셀·전화·이메일 기반의 수작업 업무를 자동화하고 △HBL 단위까지 정밀하게 화물을 관리하며 △AIS 기반 실시간 해상 화물 추적 △포워더 로고와 회사명이 반영되어 고객 및 파트너와의 협업을 지원하는 통합 대시보드 △운영 데이터를 기반으로 한 성과 리포트 자동 생성 등의 기능을 제공한다. 이를 통해 포워더는 별도의 시스템 구축이나 고객 포털이 없어도 고객과 파트너에게 신뢰성 있는 서비스를 실시간으로 제공할 수 있으며, 대형 포워더와의 경쟁에서 디지털 격차를 줄일 수 있다.
위앨리스는 이번 SCM FAIR 참가를 통해 국내외 포워더와 화주를 대상으로 wecargo의 주요 기능을 소개하고, 향후 해외 시장 진출을 위한 파트너십을 모색할 계획이다.
위앨리스 이석무 대표는 “포워더의 디지털 전환은 선택이 아닌 필수”라며, “wecargo가 중소 포워더가 직면한 과제를 해결하고 글로벌 경쟁력을 높이는 데 기여하길 기대한다”고 말했다."
업무자동화,2025-09-08,"실리콘밸리, AI가 젊은 세대 밀어내며 ‘노령화’ 가속",https://n.news.naver.com/mnews/article/009/0005554808?sid=105,"인공지능(AI) <b>자동화</b>가 확산하면서 초급 일자리가 줄어들고 그 결과 Z세대(1990년대 중반~2010년대 초반... 생산직 감독, 재고 관리, 의료 보조와 같은 현장 기반 <b>업무</b>에서는 오히려 청년층 채용이 증가했다. 연구진은... ","Mon, 08 Sep 2025 13:21:00 +0900","21~25세 직원 비중 절반 감소
실밸의 “혁신 둔화 우려”
실리콘밸리, AI가 젊은 세대 밀어내며 ‘노령화’ 가속 [그림=제미나이]
실리콘밸리에서 젊은 세대가 빠르게 자취를 감추고 있다. 인공지능(AI) 자동화가 확산하면서 초급 일자리가 줄어들고 그 결과 Z세대(1990년대 중반~2010년대 초반 출생)의 산업 진입이 가로막히고 있다는 분석이다.
7일(현지시간) 포천에 따르면 21~25세 젊은 직원 비중은 2023년 1월 대형 상장 기술기업 전체 인력의 15%에서 올해 8월 6.8%로 절반 이상 줄었다. 대형 비상장 기업에서도 같은 기간 9.3%에서 6.8%로 감소했다. 반면 평균 연령은 급등했다. 같은 기간 상장 기술 기업의 평균 연령은 34.3세에서 39.4세로불과 2년 반 만에 5세 이상 높아졌다.
매트 슐만 파베 최고경영자(CEO)는 포천과 인터뷰에서 “35~40세 직원은 AI로 대체하기 어려운 판단 능력과 경험을 갖췄지만, 22세 신입이 맡던 단순 엑셀 작업은 AI가 바로 대체한다”라며 “이는 ‘두 도시 이야기’ 같은 상황”이라고 설명했다.
실제로 메타, 마이크로소프트, 세일즈포스 등 대기업은 막대한 수익을 내고 있으면서도 AI 효율화에 힘입어 입문 직군을 줄이고 있다. 올해 1~7월 미국 기업들의 감원 규모는 80만6천 건을 넘었으며 이는 전년 대비 75% 증가한 수치다.
이 같은 변화는 단기적으로 인건비 절감에 효과적일 수 있다. 하지만 장기적으로는 혁신과 인재 양성에 심각한 위험을 불러올 수 있다는 지적이 나온다. 슐만 CEO는 “전통적으로는 주니어 영업사원에서 미드마켓, 엔터프라이즈 세일즈로 이어지는 경로가 있었다”라며 “하지만 초급 직무가 사라지면 후속 세대를 키우는 구조가 붕괴한다”라고 경고했다.
지난달 미국 스탠퍼드대 에릭 브리뇰프슨 교수 연구팀이 발표한 논문은 AI 확산이 청년층 고용에 미치는 초기 징후를 보여준다. 연구에 따르면 AI 활용도가 높은 직종에서 22~25세 근로자의 고용은 2022년 말 정점을 기준으로 약 13% 줄어든 것으로 나타났다.
연구진은 미국 최대 급여 소프트웨어 업체인 ADP의 익명 데이터를 활용해 2021년 1월부터 2025년 7월까지 수백만 명의 월별 고용 변화를 추적했다. 그 결과 소프트웨어 개발, 마케팅, 고객 상담 등 AI 의존도가 큰 직무에서 청년층 고용이 평균 13% 감소한 것으로 분석됐다. 특히 소프트웨어 개발 분야에서는 20%나 줄어든 반면, 같은 직종의 30대 이상 근로자는 6~12% 늘어나거나 안정세를 유지했다.
AI 노출이 적은 직군에서는 정반대 흐름이 관찰됐다. 생산직 감독, 재고 관리, 의료 보조와 같은 현장 기반 업무에서는 오히려 청년층 채용이 증가했다. 연구진은 “코딩처럼 규칙화할 수 있는 기술은 AI가 쉽게 대체하지만, 현장에서의 경험이나 협업 능력 같은 암묵적 역량은 대체가 어렵다”며 “이 때문에 경력자들이 AI 충격에 상대적으로 덜 흔들린 것”이라고 설명했다."
업무자동화,2025-09-08,"[SCM FAIR 2025] 위밋모빌리티, 2026년 사업계획 위한 1:1 맞춤 상담 제공",https://n.news.naver.com/mnews/article/030/0003348066?sid=105,"특히 PoC 상담을 통해 솔루션을 실제 <b>업무</b>에 적용해볼 수 있는 기회를 제공하고, 이를 통해 기술 도입 결정의 신뢰도를 높일 수 있다는 점에서 관심이 집중되고 있다. 루티는 배송 경로와 배차를 <b>자동화</b>해 운송 효율을... ","Mon, 08 Sep 2025 13:20:00 +0900","AI 기반 물류 솔루션 기업 위밋모빌리티가 9월 10일(수)부터 12일(금)까지 일산 킨텍스에서 열리는 'SCM FAIR 2025(제5회 유통·물류 및 공급망관리 산업전)'에 참가한다.
전시 부스는 Q21번이며, 이번 전시의 핵심은 내년 신규 사업 계획을 준비 중인 물류·유통업 기업을 위한 1:1 맞춤형 상담 프로그램이다. 위밋모빌리티는 각 기업의 운영 구조와 목표에 맞춰, 실제 적용 가능한 전략과 솔루션을 현장에서 직접 제안할 예정이다.
상담 참가 기업은 위밋모빌리티의 대표 솔루션인 루티(ROOUTY)와 루티 콜드아이(ROOUTY Cold Eye)를 중심으로, 운송비 절감을 위한 데이터 기반 시뮬레이션을 경험할 수 있다. 실제 경로와 운행 데이터를 바탕으로 AI 알고리즘이 제시하는 최적화 방안을 통해 물류비 절감 효과를 수치로 검증하는 방식이다. 현장에서는 기업별 맞춤형 ROI 분석 보고서도 제공되며, 솔루션 도입 시 기대되는 비용 대비 효과를 구체적으로 예측할 수 있다.
이번 상담은 제품 소개를 넘어, 2026년 물류 전략 수립을 위한 실질적 실행안을 마련하려는 기업에게 실효성 있는 대안을 제공한다. 특히 PoC 상담을 통해 솔루션을 실제 업무에 적용해볼 수 있는 기회를 제공하고, 이를 통해 기술 도입 결정의 신뢰도를 높일 수 있다는 점에서 관심이 집중되고 있다.
루티는 배송 경로와 배차를 자동화해 운송 효율을 높이는 SaaS 기반 솔루션이며, 루티 콜드아이는 냉장·냉동 운송 환경에서 실시간 온도 관제와 이탈 감지를 지원하는 플랫폼이다. 두 솔루션은 모두 웹 기반으로 제공되며, 관리자 중심의 사용성을 고려해 설계됐다. 다양한 업종에서 활용 중인 만큼, 현장에서의 적용 가능성과 확장성도 함께 제시될 예정이다.
위밋모빌리티는 이번 전시를 통해 AI 물류 기술의 실질적 도입 방안을 고객과 함께 설계해 나가겠다는 방침이다. 전시 부스는 킨텍스 제1전시장 Q21번에 위치하며, 사전 예약 없이 현장 방문만으로도 상담이 가능하다. 위밋모빌리티는 전시 이후에도 상담 기업과의 협업을 이어가기 위해 후속 미팅과 기술 데모 프로그램을 준비 중이다."
업무자동화,2025-09-08,"부산시교육청, <b>업무자동화</b> 프로그램 개발대회 참가작 43편 접수",https://n.news.naver.com/mnews/article/031/0000963436?sid=102,부산시교육청은 <b>업무자동화</b> 프로그램 개발대회에서 43편의 프로그램이 접수됐다고 8일 밝혔다다. <b>업무자동화</b> 프로그램 개발대회는 교직원이 직접 개발한 <b>업무자동화</b> 프로그램을 발굴해 현장에서 바로 활용할 수 있도록... ,"Mon, 08 Sep 2025 11:43:00 +0900","부산시교육청은 업무자동화 프로그램 개발대회에서 43편의 프로그램이 접수됐다고 8일 밝혔다다.
업무자동화 프로그램 개발대회는 교직원이 직접 개발한 업무자동화 프로그램을 발굴해 현장에서 바로 활용할 수 있도록 하는데 목적이 있다. 이를 통해 업무 경감과 행정 효율화에 기여할 것으로 기대된다.
시교육청은 지난달 29일 참가 접수를 마감하고, 현재 심사를 진행 중이다. 접수된 프로그램은 교사들이 학교 현장에서 활용 가능한 성적, 출결, 각종 신청 등 교육 관련이 24편, 학교 행정실에서 활용 가능한 회계, 급여 등 행정 관련이 15편, 기타 4편 등이다.
부산시교육청 전경. [사진=부산시교육청]
심사는 분야별 사전 검토(1차)와 통합 최종심사(2차)로 진행하며, 평가는 창의성·활용성·완성도·일반성·확장성 5개 항목을 종합적으로 반영해 진행된다.
1차 심사는 지난 4일부터 시작했고, 2차 심사는 내달 17일까지 진행한다. 최종 결과는 내달 27일 발표하고 31일에 시상할 예정이다.
김석준 부산시교육감은 ""업무자동화 프로그램 개발대회에 많은 팀이 참가해 매우 고무적이다""며 ""교직원이 개발한 프로그램이 실제 현장에서 효과를 낼 수 있도록 공정하게 심사하겠다""고 말했다.
이어 ""이번 대회를 통해 현장 업무를 경감할 수 있는 다양한 자동화 프로그램이 발굴되기를 기대한다""고 말했다."
업무자동화,2025-09-08,"야놀자, 국내 OTA(온라인 여행 플랫폼) 최초 ‘오픈AI’ 도입",https://n.news.naver.com/mnews/article/016/0002525678?sid=105,"여행 특화 챗GPT 엔터프라이즈 적용 <b>업무</b>효율·AX 혁신, 디지털 전환 가속 “개인맞춤 서비스로 성장 기회... 운영 <b>자동화</b>, 글로벌 여행 데이터 플랫폼 등 새로운 성장 기회를 열어나갈 것”이라고 밝혔다. 앞서 야놀자는... ","Mon, 08 Sep 2025 11:28:00 +0900","여행 특화 챗GPT 엔터프라이즈 적용
업무효율·AX 혁신, 디지털 전환 가속
“개인맞춤 서비스로 성장 기회 열겠다”
야놀자 본사가 입주해 있는 서울 강남구 MDM타워  [야놀자 제공]
야놀자는 국내 온라인여행플랫폼(OTA) 업계 최초로 오픈AI의 챗GPT 엔터프라이즈를 본격 도입한다고 8일 밝혔다.
이를 통해 전 세계적으로 빠르게 확산하는 생성형 인공지능(AI) 기술을 기업 내부뿐 아니라 여행 산업 전반에 걸쳐 선제적으로 적용한다는 복안이다. 야놀자는 업무 환경 전반에 걸친 AI 기반 설루션을 도입으로 업무 효율성과 생산성 향상은 물론 AI 전환(AX) 성공 사례 축적을 통해 여행 산업의 디지털 전환을 가속화한다는 방침이다.
이를 바탕으로 야놀자는 가격 예측과 실시간 요금 조정, 고객 맞춤형 여행 상품 추천, 호텔 운영 효율성 제고 등 AI 기반 데이터·운영 설루션을 고도화한다. 나아가 전 세계 여행 사업자가 글로벌 수준의 운영 환경을 확보해 경쟁력을 높이도록 지원하고, 여행객에게는 단순 예약을 넘어 초개인화된 여행 경험을 제공할 계획이다.
또 야놀자는 응용프로그램인터페이스(API) 연동 공동 프로젝트, AI 기반 여행자 데이터 플랫폼 고도화, 지속 가능한 글로벌 여행 이니셔티브 참여 등 확장까지 검토하고 있다.
앤디 브라운 오픈AI 아시아태평양 지역 비즈니스 총괄은 “야놀자는 여행 산업의 운영 방식과 고객 서비스 방식을 혁신적으로 변화시킬 수 있는 잠재력을 가지고 있다”며 “야놀자와 협력을 통해 AI가 여행업계에서 더 똑똑한 업무를 가능하게 하고, 전 세계 여행객들에게 개인화되고 매끄러운 여행 경험을 제공할 수 있길 기대한다”고 말했다.
김종윤 야놀자클라우드 대표는 “이번 오픈AI 엔터프라이즈 도입은 글로벌 트래블 테크 혁신을 위한 중요한 토대가 될 것”이라며 “야놀자 내 모든 환경에서 AI를 적극 활용하고, 고객 맞춤형 AI 서비스, 운영 자동화, 글로벌 여행 데이터 플랫폼 등 새로운 성장 기회를 열어나갈 것”이라고 밝혔다.
앞서 야놀자는 지난 2월 오픈AI와 함께 AI 에이전트 모델인 ‘오퍼레이터’ 아시아 출시 등 협력을 이어 오고 있다. 오퍼레이터 모델에 야놀자의 여행 데이터를 연동해 아시아 지역 사용자들에게 쉬운 여행 상품 검색, 즉시 예약 등을 제공해 왔다. 고재우 기자"
업무자동화,2025-09-08,스노우플레이크 &quot;AI 데이터 클라우드로 혁신 인사이트 도출&quot;,https://n.news.naver.com/mnews/article/421/0008472456?sid=105,"최 지사장은 &quot;비전문가도 코드 작성 없이 앱 개발·데이터 분석·시각화, <b>업무 자동화</b> 등을 수행할 수 있다&quot;며 &quot;AI 모델과 대화형 인터페이스를 통해 기업의 인사이트 도출과 혁신 속도가 크게 빨라질 것&quot;이라고... ","Mon, 08 Sep 2025 11:17:00 +0900","월드투어 서울 열고 미래에셋·부릉 도입 성과 발표
“편의·연결·신뢰 기반 韓기업 AI 경쟁력 강화
최기영 스노우플레이크코리아 지사장이 스노우플레이크 월드투어 서울 기자 간담회에서 발언하고 있다. 2025.9.8 뉴스1 ⓒ News1 김민석 기자
(서울=뉴스1) 김민석 기자 = 스노우플레이크(Snowflake)가 9일 서울 삼성동 코엑스컨벤션센터에서 '스노우플레이크 월드투어 서울'을 열고 고객사·파트너와 함께 데이터·AI 트렌드와 산업별 혁신 사례를 공유한다.
최기영 스노우플레이크 코리아 지사장은 8일 기자간담회를 열고 ""스노우플레이크는 모든 조직이 데이터와 AI의 잠재력을 극대화할 수 있도록 지원하는 AI 데이터 클라우드를 제공한다""며 ""부서 간 데이터 사일로를 없애고 복잡한 운영을 단순화해 누구나 쉽게 데이터와 AI를 활용할 수 있게 해준다""고 말했다.
최 지사장은 ""비전문가도 코드 작성 없이 앱 개발·데이터 분석·시각화, 업무 자동화 등을 수행할 수 있다""며 ""AI 모델과 대화형 인터페이스를 통해 기업의 인사이트 도출과 혁신 속도가 크게 빨라질 것""이라고 전망했다.
스노우플레이크의 AI 데이터 플랫폼을 도입한 기업 사례도 소개됐다.
노시희 미래에셋자산운용 디지털전략본부장은 ""금융 영역에서는 과거 특정 시점의 데이터를 정확히 재현할 수 있는 '포인트인타임 데이터' 관리가 중요하다""며 ""스노우플레이크 설루션으로 데이터웨어하우스를 확장하면서 성능을 2배 높였고 기존 15시간이 걸리던 업무를 2분 35초 만에 처리하는 등 데이터 처리 효율을 개선했다""고 설명했다.
배송 플랫폼 기업 부릉도 스노우플레이크의 AI 데이터 플랫폼을 도입한 대표 사례로 꼽힌다.
장수백 부릉 최고기술책임자(CTO)는 ""라스트마일 배송 과정에서 발생하는 방대한 데이터를 빠르게 분석하는 것이 경쟁력""이라며 ""스노우플레이크 도입으로 스트리밍과 레이크하우스 파이프라인을 구축해 데이터 병목 현상을 해소했다""고 말했다.
장 CTO는 ""데이터 적재 과정에서 84% 압축 효율을 확인했다""며 ""데이터 처리 성능은 기존 대비 52% 개선하고 인프라 비용은 42% 절감하는 성과를 냈다""고 언급했다.
<용어설명>
■ 데이터웨어하우스
데이터웨어하우스(Data Warehouse·DW)는 기업·조직 내에서 다양한 소스(마케팅 자동화·고객 관계 관리 시스템 등)로부터 구조화 데이터와 반구조화 데이터를 수집해 한 곳에 통합적으로 저장하고 이를 분석·보고에 활용할 수 있도록 설계된 중앙 집중형 데이터 저장 시스템이다.
■ 데이터 사일로
데이터 사일로란 조직 내에서 데이터가 각 부서·팀 또는 시스템별로 격리·분리돼 저장되고 다른 부서나 시스템에서 해당 데이터에 접근하거나 공유하지 못하는 상태를 의미한다. 주로 부서별로 서로 다른 소프트웨어·시스템 사용할 때 나타난다.
■ 포인트인타임 데이터
포인트인타임 데이터(Point-in-Time Data)란 데이터베이스·저장소 등에서 특정 시점에 존재했던 데이터 상태를 정확하게 재현할 수 있도록 관리하는 데이터를 의미한다."
업무자동화,2025-09-08,"울산시, 공무원 10명 AI 혁신관 지정",https://n.news.naver.com/mnews/article/009/0005554750?sid=102,"이들은 지방세 체납 분석, <b>업무 자동화</b>, 스마트 관광, 인공지능 인재 양성 등 각 분야에서 인공지능을 업무에 활용한다. 시는 혁신관에 매달 5만원의 ‘인공지능 수당’을 지급한다. 내년부터 전 직원에게 생성형 인공지능... ","Mon, 08 Sep 2025 11:07:00 +0900","6급 이하 공무원 10명으로 구성
체납 분석·관광 등 업무에 AI 활용
지난 6월 울산에서 열린 ‘울산 AI 데이터센터 출범식’ <자료=울산시>
SK와 아마존의 데이터센터 유치를 계기로 인공지능(AI) 수도를 선언한 울산시가 전국 처음으로 인공지능 혁신관을 운영한다.
울산시는 시정 전반에 인공지능 활용을 촉진하고 시정 혁신을 이끌어갈 인공지능 혁신관을 신설해 운영한다고 8일 밝혔다.
혁신관은 각 부서에서 선발된 6급 이하 공무원 10명으로 구성됐다. 이들은 지방세 체납 분석, 업무 자동화, 스마트 관광, 인공지능 인재 양성 등 각 분야에서 인공지능을 업무에 활용한다.
시는 혁신관에 매달 5만원의 ‘인공지능 수당’을 지급한다. 내년부터 전 직원에게 생성형 인공지능 프로그램을 보급하는 방안도 검토 중이다.
울산시는 SK와 아마존의 초대형 데이터센터 투자 결정 이후 인공지능 산업을 울산의 미래 산업으로 육성한다는 방침이다.
지난달에는 산업, 에너지, 정보통신, 교육 등 다양한 분야 전문가가 참여하는 ‘인공지능위원회’를 구성했다. 위원회는 울산형 인공지능 산업 발전을 위한 주요 정책 과제를 구체화하고, 실행 전략을 제안하는 역할을 한다.
첫 위원회 회의에서는 인공지능 데이터센터를 거점으로 한 산업 육성, 분야별 인공지능 기반 시설 확산, 인공지능 인재 양성 체계 고도화 등 국정기획위원회의 정책 방향과 연계된 울산형 인공지능 전략 방향에 대해 논의했다.
울산시 관계자는 “인공지능 혁신관 지정으로 행정 혁신을 위한 기반을 마련했다”고 말했다."
업무자동화,2025-09-08,"오뗄, 프리미엄 오븐·그릴 브랜드 ‘규그릴’ 선보여...8월 전 제품 할...",https://n.news.naver.com/mnews/article/011/0004530409?sid=101,"일괄 <b>자동화</b> 설비다. 또한 직경 3m의 대형 철판 설비를 추가로 구축해, 육전·계란옷 완자 등 한국 전통... B2B/식자재 마트의 경우 후쿠오카 함박스테이크, 큐브 스테이크 등 대용량 <b>업무</b>용 제품을 판매할 계획이다.... ","Mon, 08 Sep 2025 10:57:00 +0900","[서울경제] 육가공 전문 제조업체 ㈜오뗄이 프리미엄 오븐·그릴 브랜드 ‘규그릴(GU GRILL)’을 론칭한 가운데, 8월 전 제품 10% 할인 혜택을 선보였다.
규그릴은 불맛과 식감이 살아 있는 정통 그릴 조리 제품에 특화된 프리미엄 브랜드로 ‘2025 서울국제식품산업대전(서울푸드 2025)’에서 처음 공개돼 많은 관심을 모았다. 이에 육가공 전문 제조업체 ㈜오뗄은 최근 포천 용정공장 2층에 신규 오븐·그릴라인을 증설하여, 일 40톤, 연간 약 1,000억 원 규모의 생산 체계를 갖췄다.
이번에 도입된 오븐 라인은 제품 표면에 막을 형성해 육즙과 향이 빠져나가지 않도록 차단하는 ▲임핀지먼트 오븐 ▲과열증기 오븐 ▲직화 불향 설비 ▲그릴마크 생성 장치 등으로 구성된 일괄 자동화 설비다. 또한 직경 3m의 대형 철판 설비를 추가로 구축해, 육전·계란옷 완자 등 한국 전통 ‘전(煎)’류 제품도 생산할 수 있도록 조성한 것이 특징이다.
규그릴 신제품은 ▲직화 통그릴햄(400g) ▲직화 그릴햄(산적용, 240g) ▲대치동식 떡갈비(300g) ▲대치동식 떡갈비 매콤갈비소스(140g) ▲대치동식 계란옷 입은 고기완자(300g) ▲대치동식 깻잎 품은 돼지고기 육전(250g) ▲직화 닭가슴살바(후라이드치킨맛, 80g) ▲직화 닭가슴살바(블랙페퍼&트러플향, 80g) ▲철판 닭가슴살(100g) ▲직화 닭다리살 스테이크(200g) ▲프렌치 미트볼 토마토양송이소스(140g) ▲프렌치 미트볼 트러플크림소스(140g) ▲직화 후쿠오카 함박스테이크(1kg) ▲직화 큐브 스테이크(1kg) 총 14종이다.
업체 측은 유통 채널에 따라 대형마트와 일반 유통점의 경우 직화 통그릴햄, 직화 그릴햄(산적용), 대치동식 떡갈비를 판매하며, 편의점에서는 직화 닭가슴살바 2종과 프렌치 미트볼 2종을 만나볼 수 있다고 설명했다. B2B/식자재 마트의 경우 후쿠오카 함박스테이크, 큐브 스테이크 등 대용량 업무용 제품을 판매할 계획이다.
오뗄 관계자는 “규그릴 제품은 캠핑 음식 또는 간편식으로 언제 어디서나 맛있게 즐길 수 있다. 먼저 90% 정도 표면을 강한 열로 코팅한 뒤, 고온 다습한 환경에서 속까지 익히면 육즙과 풍미를 최대한 보존할 수 있다. 이번 10% 할인 이벤트 혜택으로 합리적인 가격에 규그릴 신제품을 맛볼 수 있길 바란다”고 말했다.
한편 ㈜오뗄은 1991년 설립 이래 30년 넘게 햄, 소시지, 베이컨, 떡갈비, 핫도그 등 400여 종 이상의 육가공 제품을 개발·생산해 온 대표적인 육가공 전문 기업이다. 현재 피자헛, CJ프레시웨이, 이마트, 삼성웰스토리, CU 등 주요 외식·유통기업과 파트너십을 유지 중이며, PB 상품 및 온라인 채널 진출을 확대하는 등 B2C 시장에서도 존재감을 키워 나가고 있다. 오뗄은 넷플릭스 프로그램 ‘흑백요리사’에 출연한 이미영 셰프와 협업한 ‘급식의 대가’ 브랜드 8종도 오는 9월부터 자사몰에서 판매하며, 학교급식 시장에 본격 진출한다."
업무자동화,2025-09-08,"부산교육청, <b>업무자동화</b> 프로그램 개발대회…43편 접수",https://n.news.naver.com/mnews/article/421/0008472346?sid=102,8일 시교육청은 지난달 29일 신청이 마감된 <b>업무자동화</b> 프로그램 개발대회 모두 43편의 프로그램이 접수됐다고 밝혔다. 전 교직원을 대상으로 개최한 이번 대회는 교직원이 직접 개발한 우수한 프로그램을 발굴해... ,"Mon, 08 Sep 2025 10:57:00 +0900","부산시교육청 전경 ⓒ News1 윤일지 기자
(부산=뉴스1) 임순택 기자 = 부산시교육청이 올해 처음 개최한 업무 자동화 프로그램 개발 대회가 지역 교육 발전에 대한 교직원들의 뜨거운 관심을 얻었다.
8일 시교육청은 지난달 29일 신청이 마감된 업무자동화 프로그램 개발대회 모두 43편의 프로그램이 접수됐다고 밝혔다.
전 교직원을 대상으로 개최한 이번 대회는 교직원이 직접 개발한 우수한 프로그램을 발굴해 현장에서 바로 활용할 수 있도록 하는 데 목적이 있다.
접수된 프로그램은 교사들이 학교 현장에서 활용 가능한 성적, 출결, 각종 신청 등 교육 관련이 24편, 학교 행정실에서 활용 가능한 회계, 급여 등 행정 관련이 15편, 기타 4편 등이다.
총 상금 1300만원이 주어지는 이번 대회는 분야별 사전 검토(1차)와 통합 최종심사(2차)로 심사가 진행된다. 평가는 창의성 및 활용성, 완성도, 일반성, 확장성 5개 항목을 종합적으로 반영해 이뤄진다.
지난 4일 1차 심사를 시작으로 오는 17일 2차 심사가 마무리되고 같은 달 27일에 최종 수상작이 발표돼 이달 말 시상이 이뤄질 예정이다. 수상작은 관련 부서와 협의를 마친 뒤 각 기관과 학교에 배포될 예정이다.
학교 현장에서 실제 업무를 진행하는 교직원이 개발한 업무 자동화 프로그램이 업무 경감과 행정 효율화에 긍정적인 효과를 보일 것으로 기대된다.
김석준 교육감은 ""교직원이 개발한 프로그램이 실제 현장에서 효과를 낼 수 있도록 공정하게 심사하겠다""며 ""이번 대회를 통해 현장 업무를 경감할 수 있는 다양한 자동화 프로그램이 발굴되기를 기대한다""고 말했다."
